SESSION; TIME;RPM;THROT;L U SP;L D SP;TAR LB;TRAC %;SLIP%;
443 ;0:44.10 ;7978 ;30 ;51.7 ;38.7 ;0.850 ;0 ;-25 ;
443 ;0:44.11 ;7982 ;30 ;50.7 ;38.8 ;0.850 ;0 ;-23 ;
443 ;0:44.12 ;7874 ;30 ;49.0 ;38.2 ;0.850 ;0 ;-22 ;
443 ;0:44.13 ;7786 ;30 ;49.7 ;37.8 ;0.850 ;0 ;-23 ;
443 ;0:44.14 ;7738 ;30 ;50.8 ;37.6 ;0.850 ;0 ;-25 ;
443 ;0:44.15 ;7640 ;30 ;50.6 ;37.1 ;0.850 ;0 ;-26 ;
443 ;0:44.16 ;7671 ;30 ;53.3 ;37.2 ;0.850 ;0 ;-30 ;
443 ;0:44.17 ;7671 ;30 ;52.5 ;37.3 ;0.850 ;0 ;-28 ;
443 ;0:44.18 ;7712 ;30 ;49.8 ;37.4 ;0.850 ;0 ;-24 ;
443 ;0:44.19 ;7773 ;30 ;49.9 ;37.7 ;0.850 ;0 ;-24 ;
443 ;0:44.20 ;7825 ;30 ;50.4 ;38.0 ;0.850 ;0 ;-24 ;
443 ;0:44.21 ;7931 ;30 ;51.3 ;38.5 ;0.850 ;0 ;-24 ;
443 ;0:44.22 ;7914 ;30 ;50.1 ;38.2 ;0.850 ;0 ;-23 ;
443 ;0:44.23 ;7819 ;30 ;52.5 ;38.0 ;0.850 ;0 ;-27 ;
443 ;0:44.24 ;7812 ;30 ;51.5 ;37.9 ;0.850 ;0 ;-26 ;
443 ;0:44.25 ;7786 ;30 ;48.8 ;37.8 ;0.850 ;0 ;-22 ;
443 ;0:44.26 ;7659 ;30 ;50.9 ;37.2 ;0.850 ;0 ;-26 ;
443 ;0:44.27 ;7600 ;30 ;50.6 ;37.0 ;0.850 ;0 ;-26 ;
443 ;0:44.28 ;7618 ;30 ;51.7 ;37.0 ;0.850 ;0 ;-28 ;
443 ;0:44.29 ;7668 ;30 ;52.0 ;37.1 ;0.850 ;0 ;-28 ;
443 ;0:44.30 ;7706 ;30 ;49.5 ;37.4 ;0.850 ;0 ;-24 ;
443 ;0:44.31 ;7754 ;30 ;50.1 ;37.6 ;0.850 ;0 ;-24 ;
443 ;0:44.32 ;7760 ;30 ;50.0 ;37.7 ;0.850 ;0 ;-24 ;
443 ;0:44.33 ;7822 ;30 ;51.6 ;38.0 ;0.850 ;0 ;-26 ;
443 ;0:44.34 ;7805 ;30 ;48.6 ;38.0 ;0.850 ;0 ;-21 ;
443 ;0:44.35 ;7780 ;30 ;49.4 ;37.8 ;0.850 ;0 ;-23 ;
443 ;0:44.36 ;7671 ;30 ;51.2 ;37.2 ;0.850 ;0 ;-27 ;
443 ;0:44.37 ;7600 ;30 ;49.7 ;36.9 ;0.850 ;0 ;-25 ;
443 ;0:44.38 ;7618 ;30 ;50.1 ;37.0 ;0.850 ;0 ;-26 ;
443 ;0:44.39 ;7542 ;30 ;49.9 ;36.6 ;0.850 ;0 ;-26 ;
443 ;0:44.40 ;7467 ;30 ;47.6 ;36.3 ;0.850 ;0 ;-23 ;
443 ;0:44.41 ;7470 ;30 ;48.2 ;36.3 ;0.850 ;0 ;-24 ;
443 ;0:44.42 ;7578 ;30 ;49.4 ;36.8 ;0.850 ;0 ;-25 ;
443 ;0:44.43 ;7581 ;30 ;49.3 ;36.8 ;0.850 ;0 ;-25 ;
443 ;0:44.44 ;7557 ;30 ;50.0 ;36.7 ;0.850 ;0 ;-26 ;
443 ;0:44.45 ;7609 ;30 ;49.1 ;36.9 ;0.850 ;0 ;-24 ;
443 ;0:44.46 ;7665 ;30 ;49.3 ;37.2 ;0.850 ;0 ;-24 ;
443 ;0:44.47 ;7628 ;30 ;49.8 ;36.8 ;0.850 ;0 ;-26 ;
443 ;0:44.48 ;7625 ;30 ;48.8 ;37.0 ;0.850 ;0 ;-24 ;
443 ;0:44.49 ;7606 ;30 ;49.8 ;36.9 ;0.850 ;0 ;-25 ;
443 ;0:44.50 ;7575 ;30 ;50.5 ;36.8 ;0.850 ;0 ;-27 ;
443 ;0:44.51 ;7656 ;29 ;46.9 ;37.2 ;0.850 ;0 ;-20 ;
443 ;0:44.52 ;7671 ;30 ;45.6 ;37.2 ;0.850 ;0 ;-18 ;
443 ;0:44.53 ;7653 ;30 ;47.5 ;37.2 ;0.850 ;0 ;-21 ;
443 ;0:44.54 ;7600 ;30 ;48.1 ;36.9 ;0.850 ;0 ;-23 ;
443 ;0:44.55 ;7509 ;29 ;48.3 ;36.5 ;0.850 ;0 ;-24 ;
443 ;0:44.56 ;7428 ;30 ;51.0 ;36.1 ;0.850 ;0 ;-29 ;
443 ;0:44.57 ;7352 ;30 ;50.3 ;35.7 ;0.850 ;0 ;-29 ;
443 ;0:44.58 ;7419 ;30 ;50.0 ;36.0 ;0.850 ;0 ;-28 ;
443 ;0:44.59 ;7461 ;30 ;49.5 ;36.2 ;0.850 ;0 ;-26 ;
443 ;0:44.60 ;7563 ;29 ;48.2 ;36.7 ;0.850 ;0 ;-23 ;
443 ;0:44.61 ;7609 ;29 ;48.2 ;36.9 ;0.850 ;0 ;-23 ;
443 ;0:44.62 ;7597 ;30 ;47.2 ;36.9 ;0.850 ;0 ;-21 ;
443 ;0:44.63 ;7612 ;29 ;49.8 ;37.0 ;0.850 ;0 ;-25 ;
443 ;0:44.64 ;7527 ;29 ;48.8 ;36.5 ;0.850 ;0 ;-25 ;
443 ;0:44.65 ;7500 ;30 ;46.6 ;36.4 ;0.850 ;0 ;-21 ;
443 ;0:44.66 ;7542 ;29 ;47.8 ;36.6 ;0.850 ;0 ;-23 ;
443 ;0:44.67 ;7634 ;29 ;48.1 ;37.1 ;0.850 ;0 ;-22 ;
443 ;0:44.68 ;7615 ;29 ;49.7 ;37.0 ;0.850 ;0 ;-25 ;
443 ;0:44.69 ;7563 ;29 ;47.0 ;36.7 ;0.850 ;0 ;-21 ;
443 ;0:44.70 ;7479 ;29 ;48.2 ;36.3 ;0.850 ;0 ;-24 ;
443 ;0:44.71 ;7411 ;29 ;45.6 ;36.0 ;0.850 ;0 ;-21 ;
443 ;0:44.72 ;7287 ;29 ;50.1 ;35.4 ;0.850 ;0 ;-29 ;
443 ;0:44.73 ;7222 ;29 ;48.9 ;35.1 ;0.850 ;0 ;-28 ;
443 ;0:44.74 ;7292 ;29 ;48.1 ;35.4 ;0.850 ;0 ;-26 ;
443 ;0:44.75 ;7347 ;29 ;49.0 ;35.5 ;0.850 ;0 ;-27 ;
443 ;0:44.76 ;7312 ;29 ;46.4 ;35.5 ;0.850 ;0 ;-23 ;
443 ;0:44.77 ;7347 ;29 ;47.8 ;35.7 ;0.850 ;0 ;-25 ;
443 ;0:44.78 ;7275 ;29 ;47.5 ;35.3 ;0.850 ;0 ;-25 ;
443 ;0:44.79 ;7222 ;29 ;46.1 ;35.0 ;0.850 ;0 ;-24 ;
443 ;0:44.80 ;7250 ;29 ;47.9 ;35.2 ;0.850 ;0 ;-26 ;
443 ;0:44.81 ;7344 ;29 ;48.2 ;35.7 ;0.850 ;0 ;-25 ;
443 ;0:44.82 ;7494 ;29 ;45.6 ;36.4 ;0.850 ;0 ;-20 ;
443 ;0:44.83 ;7467 ;29 ;46.0 ;36.3 ;0.850 ;0 ;-21 ;
443 ;0:44.84 ;7425 ;29 ;48.0 ;36.0 ;0.850 ;0 ;-25 ;
443 ;0:44.85 ;7361 ;29 ;43.7 ;35.7 ;0.850 ;0 ;-18 ;
443 ;0:44.86 ;7347 ;29 ;47.2 ;35.7 ;0.850 ;0 ;-24 ;
443 ;0:44.87 ;7290 ;29 ;48.3 ;35.4 ;0.850 ;0 ;-26 ;
443 ;0:44.88 ;7270 ;29 ;49.2 ;35.3 ;0.850 ;0 ;-28 ;
443 ;0:44.89 ;7327 ;29 ;48.0 ;35.6 ;0.850 ;0 ;-25 ;
443 ;0:44.90 ;7315 ;29 ;45.4 ;35.5 ;0.850 ;0 ;-21 ;
443 ;0:44.91 ;7301 ;29 ;45.5 ;35.4 ;0.850 ;0 ;-22 ;
443 ;0:44.92 ;7278 ;29 ;47.4 ;35.3 ;0.850 ;0 ;-25 ;
443 ;0:44.93 ;7214 ;29 ;49.1 ;35.1 ;0.850 ;0 ;-28 ;
443 ;0:44.94 ;7194 ;29 ;44.8 ;34.9 ;0.850 ;0 ;-22 ;
443 ;0:44.95 ;7148 ;29 ;47.6 ;34.7 ;0.850 ;0 ;-27 ;
443 ;0:44.96 ;7107 ;29 ;45.7 ;34.5 ;0.850 ;0 ;-24 ;
443 ;0:44.97 ;7134 ;29 ;48.5 ;34.6 ;0.850 ;0 ;-28 ;
443 ;0:44.98 ;7123 ;29 ;47.1 ;34.6 ;0.850 ;0 ;-26 ;
443 ;0:44.99 ;7075 ;29 ;46.7 ;34.3 ;0.850 ;0 ;-26 ;
443 ;0:45.00 ;7027 ;29 ;46.5 ;34.1 ;0.850 ;0 ;-26 ;
443 ;0:45.01 ;6908 ;29 ;45.1 ;33.5 ;0.850 ;0 ;-25 ;
443 ;0:45.02 ;6911 ;29 ;47.3 ;33.6 ;0.850 ;0 ;-28 ;
443 ;0:45.03 ;7078 ;29 ;46.8 ;34.4 ;0.850 ;0 ;-26 ;
443 ;0:45.04 ;7129 ;29 ;44.7 ;34.6 ;0.850 ;0 ;-22 ;
443 ;0:45.05 ;7153 ;29 ;46.5 ;34.7 ;0.850 ;0 ;-25 ;
443 ;0:45.06 ;7142 ;29 ;45.8 ;34.7 ;0.850 ;0 ;-24 ;
443 ;0:45.07 ;7121 ;29 ;44.9 ;34.6 ;0.850 ;0 ;-22 ;
443 ;0:45.08 ;7099 ;29 ;49.0 ;34.5 ;0.850 ;0 ;-29 ;
443 ;0:45.09 ;7104 ;29 ;42.9 ;34.2 ;0.850 ;0 ;-20 ;
443 ;0:45.10 ;7017 ;29 ;44.1 ;34.1 ;0.850 ;0 ;-22 ;
443 ;0:45.11 ;7043 ;29 ;46.9 ;34.2 ;0.850 ;0 ;-27 ;
443 ;0:45.12 ;7145 ;29 ;45.5 ;34.7 ;0.850 ;0 ;-23 ;
443 ;0:45.13 ;7137 ;29 ;46.6 ;34.6 ;0.850 ;0 ;-25 ;
443 ;0:45.14 ;7129 ;29 ;44.1 ;34.6 ;0.850 ;0 ;-21 ;
443 ;0:45.15 ;7046 ;29 ;46.8 ;34.2 ;0.850 ;0 ;-26 ;
443 ;0:45.16 ;7102 ;29 ;43.7 ;34.5 ;0.850 ;0 ;-21 ;
443 ;0:45.17 ;7027 ;29 ;45.5 ;34.1 ;0.850 ;0 ;-25 ;
443 ;0:45.18 ;7046 ;29 ;45.3 ;34.2 ;0.850 ;0 ;-24 ;
443 ;0:45.19 ;7056 ;29 ;45.6 ;34.3 ;0.850 ;0 ;-24 ;
443 ;0:45.20 ;7019 ;29 ;44.0 ;34.1 ;0.850 ;0 ;-22 ;
443 ;0:45.21 ;6873 ;29 ;44.4 ;33.4 ;0.850 ;0 ;-24 ;
443 ;0:45.22 ;6838 ;29 ;45.8 ;33.2 ;0.850 ;0 ;-27 ;
443 ;0:45.23 ;6828 ;29 ;44.4 ;33.1 ;0.850 ;0 ;-25 ;
443 ;0:45.24 ;6810 ;29 ;44.9 ;33.1 ;0.850 ;0 ;-26 ;
443 ;0:45.25 ;6768 ;29 ;45.0 ;32.9 ;0.850 ;0 ;-26 ;
443 ;0:45.26 ;6744 ;29 ;45.4 ;32.7 ;0.850 ;0 ;-27 ;
443 ;0:45.27 ;6771 ;29 ;41.6 ;32.9 ;0.850 ;0 ;-20 ;
443 ;0:45.28 ;6838 ;29 ;46.1 ;33.0 ;0.850 ;0 ;-28 ;
443 ;0:45.29 ;6798 ;29 ;44.5 ;33.0 ;0.850 ;0 ;-25 ;
443 ;0:45.30 ;6833 ;29 ;43.7 ;33.2 ;0.850 ;0 ;-24 ;
443 ;0:45.31 ;6788 ;29 ;44.1 ;33.0 ;0.850 ;0 ;-25 ;
443 ;0:45.32 ;6823 ;29 ;45.8 ;33.1 ;0.850 ;0 ;-27 ;
443 ;0:45.33 ;6893 ;29 ;44.1 ;33.5 ;0.850 ;0 ;-24 ;
443 ;0:45.34 ;6921 ;29 ;43.4 ;33.6 ;0.850 ;0 ;-22 ;
443 ;0:45.35 ;6944 ;29 ;43.1 ;33.6 ;0.850 ;0 ;-22 ;
443 ;0:45.36 ;6865 ;29 ;45.1 ;33.3 ;0.850 ;0 ;-26 ;
443 ;0:45.37 ;6838 ;29 ;44.4 ;33.2 ;0.850 ;0 ;-25 ;
443 ;0:45.38 ;6759 ;29 ;43.9 ;32.8 ;0.850 ;0 ;-25 ;
443 ;0:45.39 ;6818 ;29 ;44.7 ;33.1 ;0.850 ;0 ;-25 ;
443 ;0:45.40 ;6845 ;29 ;45.6 ;33.2 ;0.850 ;0 ;-27 ;
443 ;0:45.41 ;6845 ;29 ;44.0 ;33.2 ;0.850 ;0 ;-24 ;
443 ;0:45.42 ;6853 ;29 ;42.7 ;33.1 ;0.850 ;0 ;-22 ;
443 ;0:45.43 ;6718 ;29 ;41.7 ;32.6 ;0.850 ;0 ;-21 ;
443 ;0:45.44 ;6590 ;29 ;44.1 ;32.0 ;0.850 ;0 ;-27 ;
443 ;0:45.45 ;6496 ;29 ;43.5 ;31.5 ;0.850 ;0 ;-27 ;
443 ;0:45.46 ;6524 ;29 ;44.7 ;31.7 ;0.850 ;0 ;-29 ;
443 ;0:45.47 ;6604 ;29 ;43.5 ;32.1 ;0.850 ;0 ;-26 ;
443 ;0:45.48 ;6613 ;29 ;44.1 ;32.1 ;0.850 ;0 ;-27 ;
443 ;0:45.49 ;6632 ;29 ;44.6 ;32.2 ;0.850 ;0 ;-27 ;
443 ;0:45.50 ;6665 ;29 ;42.4 ;32.4 ;0.850 ;0 ;-23 ;
443 ;0:45.51 ;6627 ;29 ;44.6 ;32.2 ;0.850 ;0 ;-27 ;
443 ;0:45.52 ;6461 ;28 ;42.0 ;31.4 ;0.850 ;0 ;-25 ;
443 ;0:45.53 ;6505 ;28 ;44.0 ;31.6 ;0.850 ;0 ;-28 ;
443 ;0:45.54 ;6609 ;28 ;42.0 ;32.1 ;0.850 ;0 ;-23 ;
443 ;0:45.55 ;6648 ;28 ;42.2 ;32.3 ;0.850 ;0 ;-23 ;
443 ;0:45.56 ;6663 ;28 ;42.7 ;32.3 ;0.850 ;0 ;-24 ;
443 ;0:45.57 ;6590 ;28 ;41.7 ;32.0 ;0.850 ;0 ;-23 ;
443 ;0:45.58 ;6597 ;28 ;42.0 ;32.0 ;0.850 ;0 ;-23 ;
443 ;0:45.59 ;6530 ;28 ;44.2 ;31.7 ;0.850 ;0 ;-28 ;
443 ;0:45.60 ;6461 ;28 ;43.0 ;31.4 ;0.850 ;0 ;-26 ;
443 ;0:45.61 ;6494 ;28 ;41.2 ;31.5 ;0.850 ;0 ;-23 ;
443 ;0:45.62 ;6560 ;28 ;41.1 ;31.9 ;0.850 ;0 ;-22 ;
443 ;0:45.63 ;6572 ;28 ;43.4 ;31.9 ;0.850 ;0 ;-26 ;
443 ;0:45.64 ;6546 ;28 ;42.8 ;31.8 ;0.850 ;0 ;-25 ;
443 ;0:45.65 ;6542 ;28 ;42.9 ;31.8 ;0.850 ;0 ;-25 ;
443 ;0:45.66 ;6569 ;28 ;45.2 ;31.9 ;0.850 ;0 ;-29 ;
443 ;0:45.67 ;6535 ;28 ;41.3 ;31.7 ;0.850 ;0 ;-23 ;
443 ;0:45.68 ;6449 ;28 ;42.5 ;31.3 ;0.850 ;0 ;-26 ;
443 ;0:45.69 ;6419 ;27 ;42.9 ;31.2 ;0.850 ;0 ;-27 ;
443 ;0:45.70 ;6412 ;27 ;41.4 ;31.1 ;0.850 ;0 ;-24 ;
443 ;0:45.71 ;6371 ;27 ;42.5 ;30.9 ;0.850 ;0 ;-27 ;
443 ;0:45.72 ;6328 ;27 ;41.6 ;30.7 ;0.850 ;0 ;-26 ;
443 ;0:45.73 ;6388 ;27 ;42.7 ;31.0 ;0.850 ;0 ;-27 ;
443 ;0:45.74 ;6465 ;27 ;42.4 ;31.4 ;0.850 ;0 ;-25 ;
443 ;0:45.75 ;6447 ;27 ;39.7 ;31.1 ;0.850 ;0 ;-21 ;
443 ;0:45.76 ;6321 ;27 ;40.1 ;30.7 ;0.850 ;0 ;-23 ;
443 ;0:45.77 ;6304 ;27 ;43.0 ;30.6 ;0.850 ;0 ;-28 ;
443 ;0:45.78 ;6336 ;27 ;41.8 ;30.8 ;0.850 ;0 ;-26 ;
443 ;0:45.79 ;6416 ;27 ;42.2 ;31.1 ;0.850 ;0 ;-26 ;
443 ;0:45.80 ;6405 ;27 ;40.0 ;31.1 ;0.850 ;0 ;-22 ;
443 ;0:45.81 ;6377 ;27 ;41.8 ;31.0 ;0.850 ;0 ;-25 ;
443 ;0:45.82 ;6355 ;27 ;42.5 ;30.8 ;0.850 ;0 ;-27 ;
443 ;0:45.83 ;6371 ;27 ;39.6 ;30.9 ;0.850 ;0 ;-21 ;
443 ;0:45.84 ;6338 ;27 ;40.9 ;30.8 ;0.850 ;0 ;-24 ;
443 ;0:45.85 ;6237 ;27 ;40.6 ;30.3 ;0.850 ;0 ;-25 ;
443 ;0:45.86 ;6233 ;27 ;41.9 ;30.3 ;0.850 ;0 ;-27 ;
443 ;0:45.87 ;6165 ;27 ;40.9 ;29.9 ;0.850 ;0 ;-26 ;
443 ;0:45.88 ;6075 ;27 ;41.5 ;29.5 ;0.850 ;0 ;-28 ;
443 ;0:45.89 ;6091 ;27 ;41.1 ;29.6 ;0.850 ;0 ;-27 ;
443 ;0:45.90 ;6065 ;27 ;39.8 ;29.4 ;0.850 ;0 ;-26 ;
443 ;0:45.91 ;6028 ;27 ;42.2 ;29.3 ;0.850 ;0 ;-30 ;
443 ;0:45.92 ;6147 ;27 ;41.0 ;29.8 ;0.850 ;0 ;-27 ;
443 ;0:45.93 ;6289 ;27 ;43.0 ;30.5 ;0.850 ;0 ;-29 ;
443 ;0:45.94 ;6313 ;26 ;40.2 ;30.6 ;0.850 ;0 ;-23 ;
443 ;0:45.95 ;6338 ;26 ;43.5 ;30.8 ;0.850 ;0 ;-29 ;
443 ;0:45.96 ;6371 ;26 ;38.5 ;31.2 ;0.850 ;0 ;-18 ;
443 ;0:45.97 ;6472 ;26 ;42.9 ;31.1 ;0.850 ;0 ;-27 ;
443 ;0:45.98 ;6377 ;26 ;38.8 ;31.0 ;0.850 ;0 ;-20 ;
443 ;0:45.99 ;6306 ;26 ;41.1 ;30.6 ;0.850 ;0 ;-25 ;
443 ;0:46.00 ;6277 ;26 ;40.7 ;30.5 ;0.850 ;0 ;-25 ;
443 ;0:46.01 ;6190 ;25 ;40.5 ;30.0 ;0.850 ;0 ;-25 ;
443 ;0:46.02 ;6139 ;25 ;42.0 ;29.8 ;0.850 ;0 ;-29 ;
443 ;0:46.03 ;6040 ;25 ;41.9 ;29.3 ;0.850 ;0 ;-30 ;
443 ;0:46.04 ;5961 ;25 ;39.1 ;28.9 ;0.850 ;0 ;-26 ;
443 ;0:46.05 ;5896 ;25 ;40.3 ;28.6 ;0.850 ;0 ;-29 ;
443 ;0:46.06 ;5815 ;25 ;38.9 ;28.2 ;0.850 ;0 ;-27 ;
443 ;0:46.07 ;5815 ;25 ;40.8 ;28.2 ;0.850 ;0 ;-30 ;
443 ;0:46.08 ;5890 ;25 ;40.2 ;28.6 ;0.850 ;0 ;-28 ;
443 ;0:46.09 ;5935 ;25 ;41.1 ;28.8 ;0.850 ;0 ;-29 ;
443 ;0:46.10 ;6105 ;25 ;42.3 ;29.6 ;0.850 ;0 ;-30 ;
443 ;0:46.11 ;6129 ;25 ;40.9 ;29.7 ;0.850 ;0 ;-27 ;
443 ;0:46.12 ;6177 ;25 ;40.0 ;30.0 ;0.850 ;0 ;-25 ;
443 ;0:46.13 ;6325 ;24 ;39.8 ;30.7 ;0.850 ;0 ;-22 ;
443 ;0:46.14 ;6463 ;24 ;41.0 ;31.4 ;0.850 ;0 ;-23 ;
443 ;0:46.15 ;6434 ;24 ;39.4 ;31.2 ;0.850 ;0 ;-20 ;
443 ;0:46.16 ;6364 ;24 ;40.2 ;30.9 ;0.850 ;0 ;-23 ;
443 ;0:46.17 ;6235 ;23 ;40.6 ;30.3 ;0.850 ;0 ;-25 ;
443 ;0:46.18 ;6113 ;23 ;39.9 ;29.7 ;0.850 ;0 ;-25 ;
443 ;0:46.19 ;5994 ;23 ;41.6 ;29.1 ;0.850 ;0 ;-30 ;
443 ;0:46.20 ;5903 ;22 ;41.1 ;28.7 ;0.850 ;0 ;-30 ;
443 ;0:46.21 ;5813 ;22 ;39.4 ;28.2 ;0.850 ;0 ;-28 ;
443 ;0:46.22 ;5749 ;22 ;41.4 ;27.9 ;0.850 ;0 ;-32 ;
443 ;0:46.23 ;5742 ;22 ;40.7 ;28.0 ;0.850 ;0 ;-31 ;
443 ;0:46.24 ;5758 ;22 ;44.1 ;28.0 ;0.850 ;0 ;-36 ;
443 ;0:46.25 ;5767 ;22 ;39.2 ;28.0 ;0.850 ;0 ;-28 ;
443 ;0:46.26 ;5911 ;22 ;41.1 ;28.7 ;0.850 ;0 ;-30 ;
443 ;0:46.27 ;6023 ;22 ;39.6 ;29.2 ;0.850 ;0 ;-26 ;
443 ;0:46.28 ;6067 ;22 ;39.4 ;29.4 ;0.850 ;0 ;-25 ;
443 ;0:46.29 ;6171 ;22 ;40.6 ;30.0 ;0.850 ;0 ;-26 ;
443 ;0:46.30 ;6245 ;21 ;40.0 ;30.3 ;0.850 ;0 ;-24 ;
443 ;0:46.31 ;6210 ;21 ;39.5 ;30.1 ;0.850 ;0 ;-23 ;
443 ;0:46.32 ;6135 ;21 ;39.6 ;29.8 ;0.850 ;0 ;-24 ;
443 ;0:46.33 ;6075 ;21 ;40.2 ;29.5 ;0.850 ;0 ;-26 ;
443 ;0:46.34 ;5990 ;20 ;38.9 ;29.1 ;0.850 ;0 ;-25 ;
443 ;0:46.35 ;5918 ;20 ;39.9 ;28.7 ;0.850 ;0 ;-28 ;
443 ;0:46.36 ;5846 ;20 ;40.4 ;28.4 ;0.850 ;0 ;-29 ;
443 ;0:46.37 ;5890 ;20 ;40.6 ;28.6 ;0.850 ;0 ;-29 ;
443 ;0:46.38 ;5859 ;20 ;44.1 ;28.4 ;0.850 ;0 ;-35 ;
443 ;0:46.39 ;5832 ;20 ;39.8 ;28.3 ;0.850 ;0 ;-28 ;
443 ;0:46.40 ;5806 ;20 ;40.3 ;28.2 ;0.850 ;0 ;-30 ;
443 ;0:46.41 ;5830 ;19 ;40.5 ;28.3 ;0.850 ;0 ;-30 ;
443 ;0:46.42 ;5933 ;19 ;39.3 ;28.8 ;0.850 ;0 ;-26 ;
443 ;0:46.43 ;5965 ;19 ;40.2 ;29.0 ;0.850 ;0 ;-27 ;
443 ;0:46.44 ;6015 ;19 ;41.0 ;29.2 ;0.850 ;0 ;-28 ;
443 ;0:46.45 ;6101 ;19 ;40.0 ;29.6 ;0.850 ;0 ;-26 ;
443 ;0:46.46 ;6087 ;18 ;40.8 ;29.5 ;0.850 ;0 ;-27 ;
443 ;0:46.47 ;6015 ;18 ;42.0 ;29.2 ;0.850 ;0 ;-30 ;
443 ;0:46.48 ;5984 ;18 ;38.9 ;29.0 ;0.850 ;0 ;-25 ;
443 ;0:46.49 ;5958 ;17 ;41.3 ;28.9 ;0.850 ;0 ;-30 ;
443 ;0:46.50 ;5848 ;17 ;39.4 ;28.4 ;0.850 ;0 ;-27 ;
443 ;0:46.51 ;5732 ;17 ;41.3 ;27.8 ;0.850 ;0 ;-32 ;
443 ;0:46.52 ;5688 ;17 ;39.3 ;27.6 ;0.850 ;0 ;-29 ;
443 ;0:46.53 ;5669 ;16 ;40.9 ;27.5 ;0.850 ;0 ;-32 ;
443 ;0:46.54 ;5726 ;16 ;37.7 ;27.8 ;0.850 ;0 ;-26 ;
443 ;0:46.55 ;5716 ;16 ;41.7 ;27.7 ;0.850 ;0 ;-33 ;
443 ;0:46.56 ;5728 ;16 ;39.1 ;27.8 ;0.850 ;0 ;-28 ;
443 ;0:46.57 ;5844 ;16 ;39.2 ;28.4 ;0.850 ;0 ;-27 ;
443 ;0:46.58 ;5982 ;16 ;40.5 ;29.0 ;0.850 ;0 ;-28 ;
443 ;0:46.59 ;6021 ;16 ;40.1 ;29.2 ;0.850 ;0 ;-27 ;
443 ;0:46.60 ;6079 ;16 ;40.5 ;29.5 ;0.850 ;0 ;-27 ;
443 ;0:46.61 ;6079 ;16 ;39.5 ;29.5 ;0.850 ;0 ;-25 ;
443 ;0:46.62 ;6011 ;15 ;38.4 ;29.2 ;0.850 ;0 ;-23 ;
443 ;0:46.63 ;5975 ;15 ;39.2 ;29.0 ;0.850 ;0 ;-26 ;
443 ;0:46.64 ;5975 ;15 ;40.2 ;29.0 ;0.850 ;0 ;-27 ;
443 ;0:46.65 ;5911 ;15 ;40.5 ;28.7 ;0.850 ;0 ;-29 ;
443 ;0:46.66 ;5837 ;15 ;41.0 ;28.3 ;0.850 ;0 ;-30 ;
443 ;0:46.67 ;5850 ;15 ;38.9 ;28.4 ;0.850 ;0 ;-26 ;
443 ;0:46.68 ;5830 ;14 ;41.4 ;28.3 ;0.850 ;0 ;-31 ;
443 ;0:46.69 ;5753 ;14 ;38.3 ;27.9 ;0.850 ;0 ;-27 ;
443 ;0:46.70 ;5723 ;14 ;40.6 ;27.7 ;0.850 ;0 ;-31 ;
443 ;0:46.71 ;5749 ;14 ;40.0 ;27.9 ;0.850 ;0 ;-30 ;
443 ;0:46.72 ;5822 ;14 ;38.2 ;28.3 ;0.850 ;0 ;-25 ;
443 ;0:46.73 ;5817 ;14 ;39.8 ;28.2 ;0.850 ;0 ;-29 ;
443 ;0:46.74 ;5792 ;14 ;39.7 ;28.1 ;0.850 ;0 ;-29 ;
443 ;0:46.75 ;5852 ;14 ;41.8 ;28.4 ;0.850 ;0 ;-32 ;
443 ;0:46.76 ;5899 ;14 ;38.4 ;28.6 ;0.850 ;0 ;-25 ;
443 ;0:46.77 ;5886 ;14 ;39.1 ;28.6 ;0.850 ;0 ;-26 ;
443 ;0:46.78 ;5918 ;13 ;38.6 ;28.7 ;0.850 ;0 ;-25 ;
443 ;0:46.79 ;5933 ;13 ;38.5 ;28.8 ;0.850 ;0 ;-25 ;
443 ;0:46.80 ;5931 ;13 ;39.9 ;28.8 ;0.850 ;0 ;-27 ;
443 ;0:46.81 ;5965 ;13 ;40.0 ;29.0 ;0.850 ;0 ;-27 ;
443 ;0:46.82 ;5927 ;13 ;39.6 ;28.8 ;0.850 ;0 ;-27 ;
443 ;0:46.83 ;5888 ;13 ;40.7 ;28.6 ;0.850 ;0 ;-29 ;
443 ;0:46.84 ;5918 ;13 ;38.9 ;28.7 ;0.850 ;0 ;-26 ;
443 ;0:46.85 ;5890 ;13 ;38.4 ;28.6 ;0.850 ;0 ;-25 ;
443 ;0:46.86 ;5792 ;13 ;38.8 ;28.1 ;0.850 ;0 ;-27 ;
443 ;0:46.87 ;5732 ;13 ;37.9 ;27.8 ;0.850 ;0 ;-26 ;
443 ;0:46.88 ;5781 ;13 ;39.3 ;28.1 ;0.850 ;0 ;-28 ;
443 ;0:46.89 ;5813 ;13 ;39.7 ;28.2 ;0.850 ;0 ;-28 ;
443 ;0:46.90 ;5785 ;13 ;40.8 ;28.1 ;0.850 ;0 ;-31 ;
443 ;0:46.91 ;5695 ;13 ;39.7 ;27.6 ;0.850 ;0 ;-30 ;
443 ;0:46.92 ;5664 ;13 ;37.4 ;27.5 ;0.850 ;0 ;-26 ;
443 ;0:46.93 ;5735 ;13 ;41.8 ;27.8 ;0.850 ;0 ;-33 ;
